production_id,branch_id,branch_name,production_type,good_used,quantity_used (tons),carbon_emission (tons CO2),water_usage (liters),waste_generated (tons)
291,1000,"Grant, Grant and Donaldson",Pharmaceuticals,Petroleum Products,1104.85,702.96,3650053.91,209.05
292,1004,"Cole, Burns and Phillips",Furniture,Aluminum,350.81,637.68,2461945.93,91.32
293,1006,Mooney Inc,Electronics,Steel,2007.03,5717.56,13680423.47,816.36
294,1005,Chandler-Yates,Electronics,Wheat,4020.02,11936.84,25478035.89,888.45
295,1008,"Parker, Simmons and Johnson",Electronics,Plastic,545.49,279.51,3879483.92,196.51
296,1003,"Guzman, Fletcher and Williams",Food Processing,Steel,4235.88,6187.63,26702421.86,1546.18
297,1004,"Lynch, Morse and Adams",Furniture,Plastic,4176.8,4231.29,31728356.63,589.1
298,1009,Jenkins Group,Pharmaceuticals,Timber,2179.33,1235.34,12353758.3,860.09
299,1001,Sanchez-Smith,Textile,Steel,70.84,174.7,226115.0,29.79
300,1002,Snyder Inc,Textile,Plastic,3411.24,5752.09,25272918.46,1152.61
301,1004,Paul-Lewis,Food Processing,Glass,3336.64,4565.92,29466812.6,961.99
302,1004,Harris Group,Electronics,Steel,2663.36,1913.37,16651926.48,720.97
303,1009,"Freeman, Lee and James",Textile,Steel,1342.33,2405.08,4120842.35,307.2
304,1005,Kelley-Roberts,Pharmaceuticals,Aluminum,4308.0,9773.29,14232769.72,1433.69
305,1003,Owens-Copeland,Food Processing,Timber,3017.91,7036.32,3995394.71,528.3
306,1004,Mullen-Johnson,Automobile Parts,Petroleum Products,4816.89,10549.08,40489516.44,2256.11
307,1001,Graves LLC,Automobile Parts,Glass,2610.96,7727.09,7255755.32,1218.17
308,1002,Johnston LLC,Pharmaceuticals,Steel,4381.01,3817.33,7852789.66,1955.73
309,1006,Garcia and Sons,Furniture,Plastic,2794.86,7525.83,7198126.65,449.62
310,1006,Wright Ltd,Textile,Glass,2373.77,3013.65,7736076.47,326.86
311,1003,"Reed, Cummings and Rodriguez",Pharmaceuticals,Petroleum Products,1306.0,1543.99,4035557.96,250.38
312,1005,Bush Ltd,Furniture,Timber,2889.85,8484.49,8712806.02,1341.88
313,1008,Mitchell-Young,Pharmaceuticals,Wheat,3904.82,9944.73,12002403.74,628.7
314,1007,Walter Ltd,Automobile Parts,Plastic,2820.73,4359.34,26380419.58,1044.62
315,1009,Parsons-Harris,Chemicals,Wheat,1936.07,3340.0,16796400.98,459.77
316,1009,Townsend and Sons,Furniture,Steel,3768.88,9772.46,26165364.47,1599.33
317,1002,"Robinson, Brooks and Stewart",Automobile Parts,Plastic,534.58,289.86,3382378.43,212.27
318,1004,Crane LLC,Furniture,Timber,2416.0,3510.93,16458702.06,248.99
319,1006,"Matthews, Thornton and Riley",Food Processing,Petroleum Products,667.47,1144.15,736290.17,260.64
320,1009,Stewart-Huynh,Textile,Plastic,1526.84,2458.3,5427309.63,246.4
321,1006,"Jones, Butler and Mcconnell",Textile,Cotton,2667.59,2128.97,16039615.53,663.59
322,1010,Gray LLC,Furniture,Timber,1561.67,2874.19,14953073.18,773.04
323,1003,Wells and Sons,Automobile Parts,Timber,4219.41,12391.48,9203700.38,1577.1
324,1002,Gonzalez Group,Furniture,Glass,472.88,984.38,3517574.93,56.54
325,1005,"Allen, Allen and Hammond",Textile,Plastic,4846.32,14096.13,22134431.38,562.22
326,1005,"Martinez, Erickson and Cole",Chemicals,Steel,1798.71,3339.22,2161256.99,558.64
327,1001,Gibson-Thomas,Automobile Parts,Petroleum Products,118.74,164.22,603763.5,42.71
328,1007,Morgan-Ruiz,Furniture,Wheat,1307.86,2328.05,9311716.36,158.4
329,1000,Scott-Carlson,Chemicals,Cotton,365.33,780.91,3583413.92,71.33
330,1001,"Olsen, Hodge and Barnes",Textile,Cotton,251.84,705.54,1109300.79,58.53
331,1008,Rogers LLC,Furniture,Timber,2065.13,6193.05,3242524.78,964.89
332,1008,Perez Ltd,Furniture,Steel,2085.31,3571.44,4192359.74,490.43
333,1007,Hurley Ltd,Food Processing,Glass,179.19,386.0,490046.5,69.98
334,1007,Medina-Lee,Pharmaceuticals,Wheat,3947.14,11191.56,15970029.32,1947.34
335,1001,"Murphy, Stewart and Kennedy",Chemicals,Timber,1672.2,4139.51,8242328.74,818.14
336,1003,"Evans, Manning and Garcia",Automobile Parts,Aluminum,2456.06,5768.35,19127689.95,638.75
337,1005,Mckenzie PLC,Chemicals,Timber,63.52,88.28,93255.23,22.54
338,1000,"Johnson, Barnes and Diaz",Electronics,Glass,3312.81,4686.09,3374189.32,1394.09
339,1009,Mckee PLC,Furniture,Timber,1523.79,4377.89,4493707.03,503.93
340,1005,Rodriguez and Sons,Automobile Parts,Plastic,2105.06,4511.84,17925903.67,742.54
341,1002,Rivera Ltd,Furniture,Wheat,3450.03,5492.23,23459293.38,466.74
342,1010,Jones-Horton,Food Processing,Cotton,1653.76,3485.63,14638164.97,644.82
343,1004,Jimenez-Rangel,Electronics,Steel,2615.62,3268.38,13776159.74,397.26
344,1006,"Miller, Kerr and Clark",Electronics,Aluminum,3990.08,7867.32,19682004.61,1298.03
345,1009,Chavez PLC,Electronics,Steel,2778.59,4497.09,4248466.16,557.5
346,1010,"Bennett, Arnold and Holland",Chemicals,Cotton,1433.44,1789.91,13374125.7,516.54
347,1000,Buchanan-Garcia,Textile,Wheat,3049.79,1750.37,16274619.98,467.57
348,1008,Sutton-Thomas,Textile,Steel,174.57,210.37,943108.36,53.11
349,1003,"Martinez, Zhang and Dawson",Textile,Aluminum,3119.69,5618.71,13879490.79,1038.79
350,1007,Rhodes PLC,Food Processing,Wheat,4260.76,6744.63,36286162.59,1997.08
351,1006,"Moss, Jefferson and Navarro",Electronics,Petroleum Products,1640.12,4065.32,11378320.7,483.36
352,1009,White-Guzman,Chemicals,Glass,556.3,1531.28,1138522.44,123.87
353,1009,Lopez-Perry,Chemicals,Petroleum Products,4521.52,11108.64,43017099.34,1833.14
354,1004,Bonilla-Clark,Chemicals,Petroleum Products,4085.46,3298.01,22924060.7,696.0
355,1010,Wong Ltd,Chemicals,Petroleum Products,3444.74,4657.05,25982320.35,1208.73
356,1009,Schmitt LLC,Food Processing,Plastic,365.17,749.97,3258092.46,43.81
357,1009,Anderson-Rivera,Electronics,Aluminum,3115.72,5406.18,15935683.31,751.57
358,1009,Ford Group,Textile,Steel,2571.78,1523.37,18476662.87,1184.91
359,1001,Clements Group,Pharmaceuticals,Cotton,3548.45,8577.47,23221014.99,1220.92
360,1001,Cox-Webster,Chemicals,Cotton,1028.07,3066.56,10115784.23,303.85
361,1006,Moses-Sanchez,Chemicals,Petroleum Products,1487.9,1165.94,1729062.2,398.23
362,1000,Taylor LLC,Electronics,Aluminum,3553.25,6719.03,20248762.04,1273.51
363,1002,"Spencer, Robinson and Brown",Textile,Petroleum Products,2194.28,2101.15,5745174.5,429.22
364,1008,Roberson Group,Chemicals,Plastic,1229.82,3569.72,10588609.22,351.83
365,1003,"Koch, Martinez and Shepherd",Pharmaceuticals,Steel,1849.78,3753.04,11561118.8,435.21
366,1009,Underwood-Nielsen,Automobile Parts,Glass,3131.9,4301.92,19345885.19,1546.81
367,1009,Cox-Chase,Electronics,Cotton,3123.7,6937.31,19290946.76,1070.81
368,1006,Lewis-Mills,Automobile Parts,Cotton,323.83,912.83,2980071.6,104.24
369,1002,Bruce-Cardenas,Furniture,Glass,3256.35,3724.85,24711724.81,1588.94
370,1010,Estrada-Robinson,Chemicals,Aluminum,1063.83,1069.81,5747703.19,445.38
371,1006,"Dodson, Rodriguez and Hughes",Textile,Cotton,1692.94,2536.45,12319153.28,608.97
372,1006,Evans LLC,Food Processing,Aluminum,2640.99,7668.29,17993872.07,1284.99
373,1007,Cardenas-Bennett,Food Processing,Petroleum Products,3345.82,7363.9,27065630.24,439.56
374,1008,"Moody, Marquez and Richardson",Automobile Parts,Timber,471.23,1011.76,4383454.22,54.78
375,1004,"Grimes, Morris and Sanders",Furniture,Cotton,2937.6,5728.98,17921275.8,1187.09
376,1001,"Baker, Taylor and Carter",Food Processing,Timber,3040.05,5472.6,4846307.03,1065.15
377,1004,Woods Ltd,Food Processing,Timber,3641.62,5824.48,29881975.03,1153.36
378,1005,Smith-Klein,Textile,Timber,4577.95,4442.59,31801596.05,1778.17
379,1007,"Bailey, Horn and Haas",Pharmaceuticals,Glass,4941.32,4841.01,40653553.48,1209.01
380,1001,Weaver PLC,Chemicals,Steel,3893.31,9055.72,23511458.68,1855.98
381,1003,Holmes and Sons,Pharmaceuticals,Steel,3436.9,5185.04,6057957.55,1264.53
382,1008,"Frazier, Stuart and Perry",Furniture,Wheat,895.53,1680.97,8330523.32,367.12
383,1005,Luna Ltd,Automobile Parts,Petroleum Products,4017.93,2319.68,32363802.13,1808.66
384,1008,"Schroeder, Gray and Williams",Automobile Parts,Aluminum,3438.97,1948.86,6660679.38,1066.81
385,1005,Gutierrez-Rose,Pharmaceuticals,Petroleum Products,1485.5,791.9,4944517.31,573.16
386,1005,Scott-Gray,Food Processing,Glass,4593.55,8132.74,27762541.85,986.71
387,1005,"Robinson, Carter and Fuller",Automobile Parts,Steel,4222.99,10904.23,38744196.91,509.99
388,1003,Robles PLC,Food Processing,Timber,156.11,274.65,750394.04,19.11
389,1003,Cross Inc,Electronics,Plastic,2779.2,5866.8,17867548.2,683.15
390,1009,Cabrera-Martinez,Electronics,Plastic,731.87,1328.87,5622334.2,272.32
391,1006,Larson-Reynolds,Food Processing,Cotton,4230.33,11556.83,10751933.18,472.96
392,1000,Duncan-West,Food Processing,Plastic,1008.73,1365.59,9435593.66,331.43
393,1002,"Lopez, Gutierrez and Hodges",Textile,Plastic,942.46,2195.92,4386854.13,275.47
394,1010,Guerra PLC,Furniture,Wheat,3112.71,4854.36,18326548.49,1029.9
395,1005,Burnett-Kane,Pharmaceuticals,Wheat,3978.85,5267.4,22419055.42,1133.64
396,1001,Johnson-Adams,Food Processing,Steel,2581.44,3692.51,21410162.79,709.89
397,1005,Erickson-Solomon,Food Processing,Cotton,4457.25,9785.49,42702197.52,737.33
398,1002,"Davis, Hooper and Hall",Food Processing,Petroleum Products,3663.83,10445.58,9546712.41,852.1
399,1007,"Baker, Pham and Pierce",Automobile Parts,Petroleum Products,1844.18,5080.51,6746716.64,611.96
400,1003,Hawkins Inc,Chemicals,Steel,4732.66,10263.69,34495886.3,2128.55
401,1001,Robinson-Peterson,Automobile Parts,Wheat,3582.05,5524.76,27383043.49,1087.05
402,1001,Wood and Sons,Textile,Steel,409.67,1176.52,3223103.7,175.76
403,1001,"Steele, Calderon and Graham",Chemicals,Aluminum,4861.05,7009.57,32729752.2,1992.1
404,1008,"Parsons, Clark and Clarke",Furniture,Plastic,729.18,1857.69,3369355.28,127.39
405,1000,Perez Group,Food Processing,Glass,4565.15,8278.14,23499693.84,1333.76
406,1010,Richards Group,Chemicals,Plastic,4465.76,4225.71,40375235.25,1554.32
407,1000,Smith PLC,Food Processing,Aluminum,1104.15,814.61,5428416.3,379.28
408,1005,"Mcguire, Lee and Ross",Automobile Parts,Cotton,1642.77,1585.38,3279504.02,607.16
409,1001,Stewart LLC,Furniture,Glass,1731.63,3362.01,3134334.54,861.5
410,1008,Berry PLC,Chemicals,Steel,634.66,809.24,3350753.04,84.23
411,1002,"Brooks, Nash and Davis",Food Processing,Petroleum Products,2480.15,1473.22,6499499.22,374.99
412,1004,Flowers-Russo,Chemicals,Steel,4317.68,6270.26,36837663.44,1737.22
413,1005,Nielsen-Romero,Electronics,Steel,4733.22,11870.5,8133690.13,1771.49
414,1005,"Brown, Freeman and Thompson",Pharmaceuticals,Petroleum Products,1675.21,3421.72,14978505.4,773.29
415,1000,Webster LLC,Chemicals,Petroleum Products,2318.97,1332.56,14909646.55,629.17
416,1000,Smith-Guerra,Automobile Parts,Glass,4698.51,13190.22,11241311.22,2311.49
417,1004,Mann Ltd,Textile,Steel,1954.88,4114.35,17781178.59,937.91
418,1005,Palmer-Collins,Electronics,Petroleum Products,4957.28,4889.81,44659207.83,963.86
419,1008,"Ellis, Ross and Hernandez",Pharmaceuticals,Wheat,2184.7,5992.1,15254436.8,519.72
420,1007,Allen Ltd,Food Processing,Aluminum,3951.01,9507.86,39079525.57,1726.53
421,1004,Kirk-Long,Chemicals,Timber,2297.49,4349.28,20515500.29,346.96
422,1009,"Walters, Burke and Garrett",Food Processing,Cotton,1873.6,2679.37,16763334.51,822.43
423,1002,Tucker-Anderson,Electronics,Wheat,322.01,443.58,2965216.2,116.81
424,1000,"Torres, Gaines and Flores",Pharmaceuticals,Wheat,1008.24,649.11,6271939.01,126.06
425,1007,Pacheco PLC,Electronics,Plastic,776.13,2274.6,4601550.47,305.88
426,1009,"Hendricks, Rowe and Shaffer",Chemicals,Timber,2028.22,4294.66,2223505.62,912.38
427,1007,Howard Group,Textile,Glass,1871.28,3598.37,15781814.13,643.97
428,1002,Combs Ltd,Textile,Petroleum Products,4012.43,7966.01,32615213.83,904.93
429,1006,Morgan and Sons,Chemicals,Petroleum Products,1624.84,2270.39,2340834.49,730.75
430,1006,"Lowe, Griffin and Garcia",Food Processing,Steel,2949.06,5180.01,19036939.74,651.48
431,1002,Ramirez Ltd,Automobile Parts,Glass,4993.11,3664.05,29271365.3,1588.22
432,1005,"Young, Wells and Blackwell",Electronics,Aluminum,1147.93,2208.13,8515156.31,283.51
433,1008,"Adams, Smith and Saunders",Pharmaceuticals,Aluminum,1182.18,1320.35,2407617.2,451.93
434,1007,"Grant, Schmidt and Palmer",Textile,Steel,1259.97,3228.03,7529709.17,430.21
435,1009,Andrade LLC,Furniture,Wheat,3029.83,2178.11,25495050.79,1119.37
436,1008,Tyler Group,Textile,Timber,1092.98,2826.68,7481386.44,511.94
437,1008,Schmidt-Olson,Food Processing,Glass,3065.45,7435.68,4268350.78,1269.12
438,1006,James-Lucas,Automobile Parts,Steel,2916.67,3881.42,5977832.62,1004.8
439,1010,"Sanchez, Harrison and Smith",Automobile Parts,Aluminum,3130.41,6866.86,31182413.76,1213.27
440,1008,Townsend-Gibson,Textile,Wheat,4892.83,2784.2,30755438.55,793.59
441,1009,Riley-Duncan,Pharmaceuticals,Plastic,3492.82,2614.93,24878155.77,1223.78
442,1002,Ferguson-Harper,Textile,Plastic,1502.34,1346.53,3730409.57,707.67
443,1005,"Le, Snow and Huff",Pharmaceuticals,Aluminum,3918.58,5430.63,15163233.89,666.82
444,1010,Harris PLC,Electronics,Timber,3269.96,6963.76,22170241.5,810.53
445,1002,Dalton-Thompson,Chemicals,Cotton,3151.89,7851.47,3644516.22,741.12
446,1002,"White, Sampson and Coleman",Electronics,Glass,1910.67,3740.93,11966646.05,872.26
447,1009,"Baker, Martin and Fitzgerald",Chemicals,Wheat,107.55,221.24,512708.96,19.9
448,1008,Robinson Group,Electronics,Glass,429.6,1081.55,4006210.22,76.7
449,1010,"Cole, Esparza and Glover",Food Processing,Plastic,2516.41,2755.41,11014190.31,442.78
450,1002,"Adams, Fisher and Freeman",Chemicals,Cotton,4431.93,7549.74,5689903.98,1552.8
451,1004,Palmer Ltd,Textile,Aluminum,2141.45,1914.77,2801107.6,335.54
452,1005,Baker Ltd,Furniture,Glass,4998.85,11492.21,33367669.87,1370.3
453,1007,"Baker, Rose and Robinson",Chemicals,Timber,3261.46,7217.84,27278808.33,731.82
454,1006,Coffey Group,Automobile Parts,Timber,4623.11,13451.83,32213179.94,1648.41
455,1004,Avery-Peters,Pharmaceuticals,Petroleum Products,695.96,401.95,6291379.05,179.32
456,1002,Green-Robinson,Pharmaceuticals,Glass,2659.93,6485.79,15291973.94,753.52
457,1010,"Holden, Durham and Blankenship",Pharmaceuticals,Cotton,3986.73,9295.88,36411784.08,471.71
458,1008,Howell-Smith,Chemicals,Glass,4424.09,12365.22,20258852.13,1727.16
459,1006,Nelson-Mclean,Chemicals,Glass,4545.85,9872.71,11067695.48,1102.21
460,1010,Atkinson Ltd,Chemicals,Steel,3847.31,9820.22,26272994.98,662.08
461,1004,"Clark, Ruiz and Harrison",Automobile Parts,Glass,318.79,426.58,1181288.48,130.81
462,1009,Martin Ltd,Textile,Petroleum Products,2504.54,5709.55,11767728.27,693.28
463,1004,Perry-Rodriguez,Textile,Timber,403.88,383.29,3658122.35,127.72
464,1002,"Smith, Russell and Gonzalez",Electronics,Steel,2758.14,1872.43,22041947.29,1243.67
465,1002,"Murphy, Johnson and Acosta",Chemicals,Aluminum,3040.86,5188.63,3588458.85,607.07
466,1005,Lopez Ltd,Electronics,Steel,4682.27,4075.98,4981334.86,2147.02
467,1000,Mendoza Group,Electronics,Glass,4383.74,10545.85,29202373.16,1972.62
468,1000,"Hughes, Peters and James",Electronics,Glass,806.41,625.82,1461145.99,178.39
469,1000,Sawyer-Burke,Textile,Cotton,4694.09,13597.01,5528971.25,1766.42
470,1007,Kirk PLC,Automobile Parts,Petroleum Products,299.2,437.85,739320.82,91.42
471,1003,"Russell, Warren and Walters",Automobile Parts,Plastic,1150.86,1714.78,11100757.79,247.67
472,1006,Zimmerman PLC,Textile,Cotton,4587.96,12504.96,43421451.34,1911.7
473,1010,Armstrong-Kennedy,Furniture,Glass,4158.16,10019.43,29311063.74,799.49
474,1001,Blackwell and Sons,Pharmaceuticals,Aluminum,1505.75,2053.53,8316622.55,578.89
475,1002,Marshall and Sons,Electronics,Aluminum,2216.32,3814.94,21387672.06,583.66
476,1008,"Jones, Keller and Powell",Textile,Steel,708.77,678.31,6296252.98,151.11
477,1004,George LLC,Food Processing,Aluminum,1502.91,3366.5,12966973.68,443.57
478,1006,Smith-Jones,Electronics,Cotton,1430.43,1482.77,2925274.11,333.91
479,1004,Gibbs LLC,Automobile Parts,Timber,2502.64,7230.56,20828619.61,285.05
480,1008,"Coleman, Kaiser and Carter",Furniture,Glass,3892.31,6131.66,24438114.29,717.35
481,1005,Skinner Inc,Furniture,Cotton,2047.54,4042.97,13840725.23,633.87
482,1002,Adams Ltd,Food Processing,Cotton,1354.34,3190.53,11342667.46,323.24
483,1003,Bennett Group,Textile,Cotton,2737.16,7551.07,12449632.88,563.01
484,1000,"Wilson, Lee and Walker",Electronics,Wheat,3329.35,4403.27,21314217.42,1453.99
485,1000,"Smith, Lewis and Walton",Electronics,Steel,3869.75,5639.89,21948008.85,1609.66
486,1001,Moore-Hughes,Electronics,Plastic,1274.7,842.46,11171651.29,286.12
487,1003,"Clark, Knox and Ward",Electronics,Glass,4567.86,10561.92,20994301.18,1128.55
488,1007,"Lambert, Flores and Sims",Food Processing,Aluminum,2438.62,2384.22,10870161.93,868.15
489,1003,Dunn-Norton,Pharmaceuticals,Glass,152.31,128.44,279327.93,43.52
490,1010,"Cook, Rodriguez and Barajas",Textile,Wheat,369.01,909.03,1413173.34,48.89
491,1003,"Bender, Harris and Chavez",Electronics,Cotton,1338.11,877.31,8124626.19,374.33
492,1004,Tyler-Marquez,Automobile Parts,Petroleum Products,2599.39,7126.13,23657261.59,1116.84
493,1002,Hernandez-Robinson,Furniture,Plastic,2506.13,5122.98,3490931.91,566.51
494,1006,Singleton LLC,Automobile Parts,Timber,3963.3,8921.45,33144584.79,1442.48
495,1006,Garcia-Thomas,Chemicals,Aluminum,4669.24,6736.16,43613354.05,1597.16
496,1005,Murphy Group,Chemicals,Wheat,3425.51,9939.31,14923852.4,849.26
497,1010,Young-Garcia,Furniture,Cotton,4346.97,2809.68,43081614.16,1134.86
498,1010,Jones-Ortiz,Textile,Timber,3908.46,4270.98,38702334.65,619.05
499,1010,Lawrence Inc,Automobile Parts,Wheat,871.15,609.46,3838227.33,222.39
500,1005,"Lucas, Valdez and Williams",Electronics,Plastic,1285.52,1519.18,9197318.74,347.97
501,1010,King and Sons,Food Processing,Plastic,109.63,131.62,713176.32,43.13
502,1005,Willis PLC,Electronics,Wheat,2929.92,6586.49,5208135.09,521.47
503,1000,Torres PLC,Furniture,Aluminum,2883.05,8591.42,21859606.47,825.48
504,1004,"Harris, Thompson and Stevens",Pharmaceuticals,Aluminum,1170.24,2144.73,8313542.95,496.86
505,1005,Riddle Group,Electronics,Timber,4782.58,7548.42,6122834.5,1828.07
506,1004,"Meyer, Merritt and Green",Chemicals,Timber,926.29,2482.42,4341920.72,391.37
507,1004,"Norris, Miller and Clark",Chemicals,Cotton,4405.44,8565.32,28222859.38,578.06
508,1004,"Dean, Hartman and Bailey",Chemicals,Cotton,3980.48,5329.62,36704050.65,432.32
509,1003,"Cobb, Potter and Barron",Automobile Parts,Wheat,4911.52,11065.96,6111164.16,2407.09
510,1010,Garcia Group,Pharmaceuticals,Cotton,3441.52,8542.57,24388765.69,747.71
511,1000,Brewer Ltd,Furniture,Cotton,2067.94,5559.35,20338979.29,779.99
512,1010,Burgess-Burns,Furniture,Timber,2308.36,1797.32,13464033.69,590.58
513,1000,"Jones, Gay and Morrison",Pharmaceuticals,Glass,2315.64,3931.42,4288366.05,903.86
514,1006,"Gomez, White and Campbell",Textile,Cotton,4424.54,10303.59,35132802.67,1872.71
515,1002,White PLC,Furniture,Aluminum,842.23,1078.32,3666611.25,146.81
516,1010,"Figueroa, Carr and Rogers",Automobile Parts,Glass,1002.21,1594.43,2342233.46,219.93
517,1005,Peterson PLC,Chemicals,Wheat,2850.08,3773.51,21700952.14,472.92
518,1002,"Baker, Kim and Jimenez",Furniture,Cotton,3648.77,5947.69,14975879.05,376.57
519,1009,Collins PLC,Automobile Parts,Wheat,3617.92,2199.09,22308952.7,1604.0
520,1007,Carr-Stein,Automobile Parts,Glass,780.47,793.21,7359277.46,289.46
521,1009,Jackson Group,Automobile Parts,Petroleum Products,2429.47,5404.97,10341426.16,582.7
522,1001,"Williams, Madden and Robinson",Automobile Parts,Aluminum,1279.61,3248.86,6247137.59,457.52
523,1009,"Brown, Frank and Rogers",Textile,Wheat,4449.56,3101.21,19119474.26,1713.48
524,1006,Waters-Livingston,Furniture,Glass,3006.12,6630.88,13008983.14,1359.87
525,1002,Mcdonald-Mendoza,Textile,Wheat,3067.53,3415.46,24440287.76,752.82
526,1007,Snyder and Sons,Electronics,Cotton,4532.63,11294.29,40535212.29,1530.04
527,1010,Love-Norris,Furniture,Steel,3787.25,4074.81,27807867.96,1288.45
528,1002,George-Stewart,Electronics,Steel,2000.1,3002.34,15194801.61,511.55
529,1010,Chavez PLC,Textile,Aluminum,1259.91,1753.69,10502917.68,511.95
530,1008,"Henderson, Lowe and Ramos",Pharmaceuticals,Cotton,2872.46,6586.9,20748549.76,1098.85
531,1002,Campos Ltd,Electronics,Petroleum Products,1024.61,2939.43,9761248.75,447.14
532,1002,"Mann, Shaw and King",Chemicals,Petroleum Products,128.18,119.14,613820.73,21.36
533,1000,Garcia LLC,Electronics,Cotton,2276.18,1585.36,12365608.21,1007.15
534,1003,Cooper Ltd,Electronics,Timber,3761.34,3904.43,35208547.91,1522.31
535,1006,Jordan PLC,Furniture,Glass,4698.68,6640.79,15494868.88,2164.37
536,1009,"Ellis, Ibarra and Singh",Textile,Steel,3781.54,4965.36,30919727.81,1378.74
537,1000,Cain Ltd,Textile,Timber,4646.97,9391.23,41936348.19,1455.33
538,1002,"Bullock, Cunningham and Franklin",Textile,Timber,731.88,816.85,3569849.16,89.72
539,1005,"White, Mitchell and Johnson",Chemicals,Wheat,2093.4,1907.46,19966077.9,210.91
540,1000,Simpson-James,Furniture,Plastic,4020.0,12016.97,26620261.96,1720.64
541,1000,"Cain, Russell and Moore",Automobile Parts,Plastic,2367.56,4367.73,18599828.21,633.3
542,1000,Adams Ltd,Chemicals,Glass,697.56,377.35,4317792.45,316.8
543,1008,Cook-Carter,Textile,Cotton,3904.1,8185.07,7470290.08,997.74
544,1007,"Lewis, Huang and Meadows",Pharmaceuticals,Petroleum Products,3470.83,3496.69,3707361.27,1539.92
545,1010,"Fry, Anderson and Bender",Food Processing,Aluminum,4907.67,14596.19,44561771.27,1523.76
546,1006,Brown Ltd,Electronics,Cotton,1493.59,2043.41,9094180.72,244.04
547,1009,White-Bass,Pharmaceuticals,Cotton,2411.67,3756.1,14328609.38,495.26
548,1001,Gregory-Smith,Food Processing,Timber,2276.73,3930.13,6873921.22,429.62
549,1008,"Rivas, Hall and Lowery",Pharmaceuticals,Aluminum,4897.0,12531.69,44760174.96,2327.46
550,1004,Hart-Meyer,Chemicals,Cotton,2211.75,5348.0,9843005.17,431.76
551,1009,"Khan, Ramirez and Stanley",Furniture,Glass,1101.42,2405.39,7774293.91,263.36
552,1008,"Phillips, Riggs and Sloan",Chemicals,Wheat,3124.16,2190.62,6714674.69,662.89
553,1009,"Richardson, Mcclain and Flowers",Automobile Parts,Petroleum Products,856.87,2072.21,7291882.43,313.71
554,1004,"Berry, Baker and Baldwin",Food Processing,Timber,3180.68,9263.87,20745292.04,359.73
555,1002,"Douglas, Hodges and Green",Automobile Parts,Petroleum Products,2802.15,5597.04,27962376.43,1031.09
556,1002,"Hart, Stafford and Jones",Electronics,Glass,859.25,824.44,7790315.08,364.57
557,1006,Jacobs-Pitts,Electronics,Wheat,650.5,603.42,1744730.48,171.52
558,1009,Martinez-Hoffman,Chemicals,Plastic,4455.61,5612.53,10517898.99,1202.53
559,1010,"Peterson, Jenkins and Martinez",Food Processing,Steel,3424.64,8577.02,19177250.88,360.86
560,1000,Pham LLC,Electronics,Petroleum Products,716.19,1171.2,1632473.24,75.07
561,1006,"Smith, Davis and Chapman",Automobile Parts,Plastic,4927.95,6162.33,27895550.17,2159.68
562,1004,Sanders-Scott,Pharmaceuticals,Wheat,4843.75,8051.33,41453793.79,1830.62
563,1007,Gomez and Sons,Chemicals,Petroleum Products,3518.83,5318.44,27507435.15,465.48
564,1004,Farley-Rosales,Pharmaceuticals,Aluminum,3403.69,9731.18,24944189.0,815.4
565,1010,Mann PLC,Textile,Petroleum Products,3251.53,3123.35,8417159.09,1534.69
566,1005,Maldonado-Brady,Pharmaceuticals,Timber,3624.92,9237.63,17579904.86,1168.78
567,1006,"Morton, Jones and Ashley",Textile,Timber,233.68,298.27,494572.82,67.06
568,1001,Harmon PLC,Electronics,Petroleum Products,4605.29,9577.0,12032682.08,987.49
569,1001,Garza Ltd,Textile,Timber,4746.03,4569.74,26544457.48,1474.63
570,1009,Baker Group,Textile,Aluminum,1040.96,2272.99,5920203.75,177.23
571,1009,"Miller, Kennedy and Santos",Chemicals,Aluminum,4312.97,4699.75,11970667.99,1520.54
572,1001,Shah-Lopez,Pharmaceuticals,Plastic,114.7,249.42,184658.38,53.99
573,1002,Smith Group,Pharmaceuticals,Glass,4393.84,9319.81,4841356.68,594.65
574,1006,Mahoney PLC,Textile,Glass,100.7,282.02,228640.24,11.48
575,1009,"Johnson, Davis and Elliott",Furniture,Wheat,3096.59,5403.4,20291456.79,1123.95
576,1002,Lewis Inc,Textile,Glass,963.7,2478.12,7612824.82,159.69
577,1000,Scott PLC,Food Processing,Steel,4889.25,10928.44,27421314.6,1057.79
578,1010,"Jones, Mccoy and Thompson",Chemicals,Cotton,4339.06,3263.45,23544450.94,1534.1
579,1009,Sweeney-Anderson,Textile,Wheat,1089.6,1086.75,2288096.38,137.68
580,1000,Moreno Inc,Furniture,Glass,2047.71,5436.52,18833754.6,705.19
581,1001,Coleman and Sons,Furniture,Timber,3998.86,6824.12,7083830.78,1031.56
582,1004,Lee PLC,Food Processing,Steel,975.3,2785.59,8617162.44,401.24
583,1007,Waters Inc,Furniture,Glass,2280.73,3116.53,17974269.85,1107.32
584,1003,Dodson and Sons,Furniture,Cotton,3627.93,2128.54,7814977.21,1386.01
585,1006,Johnson-Gomez,Electronics,Petroleum Products,1547.65,2278.14,15191424.88,315.2
586,1002,Thompson Ltd,Food Processing,Aluminum,3140.64,5006.89,29795608.14,1565.45
587,1005,Garza-Mcbride,Electronics,Wheat,496.91,816.99,3777710.21,243.57
